G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,I1,I2,I3,I5,I6,I7,I8,I9,I10,I13,I14,I15,I16,I17,I18,I19,I21,I22,I24,I25,I26,I27,I28,I29,I30,I31,I33,B2,B3,B4,B6,B7,B9,B11,B12,B13,B15,B16,B17,B19,B22,B23,B24,B28,B29,B30,B31,B32,B33,B34,B35,quiz1,quiz2,S1T1_1,S1T1_2,S1T1_3,S1T2_1,S1T2_2,S1T2_3,S1T3_1,S1T3_2,S1T3_3,S1T4_1,S1T4_2,S1T4_3,S1T5_1,S1T5_2,S1T5_3,S2T1_1,S2T1_2,S2T1_3,S2T2_1,S2T2_2,S2T2_3,S2T3_1,S2T3_2,S2T3_3,S2T4_1,S2T4_2,S2T4_3,S2T5_1,S2T5_2,S2T5_3,S3T1_1,S3T1_2,S3T1_3,S3T2_1,S3T2_2,S3T2_3,S3T3_1,S3T3_2,S3T3_3,S3T4_1,S3T4_2,S3T4_3,S3T5_1,S3T5_2,S3T5_3,S4T1_1,S4T1_2,S4T1_3,S4T2_1,S4T2_2,S4T2_3,S4T3_1,S4T3_2,S4T3_3,S4T4_1,S4T4_2,S4T4_3,S4T5_1,S4T5_2,S4T5_3,GF1,GF2,GF3,GF4,GF5,GF6,GF7,GF8,GF9,GF10,GF11,GF12,GF13,GF14,GF15,GF16,GF17,GF18,GF19,GF20,GF21,GF22,GF23,GF24,GF25,GF26,GF27,GF28,GF29,GF30,GF31,GF32,GF33,GF34,GF35,GF36,GF37,GF38,GF39,GF40,GF41,GF42,GF43,GF44,GF45,GF46,GF47,GF48,GF49,GF50,GF51,GF52,GF53,GF54,GF55,GF56,GF57,GF58,GF59,GF60,Age,Gender,Ethnicity,Ethnicity_6_TEXT,end_open,Best_effort_2,Feedback,PROLIFIC_PID,Quiz
2,4,4,4,5,4,3,4,4,4,4,3,3,4,4,3,3,4,4,4,4,1,3,4,4,4,4,3,1,4,3,4,4,3,4,4,4,1,3,2,5,2,1,4,3,3,1,3,4,4,4,3,3,1,2,3,1,1,3,2,1,1,1,1,1,1,1,1,1,4,4,1,2,3,1,3,3,1,4,4,4,4,4,4,4,1,1,1,1,4,4,1,3,3,1,1,3,3,1,3,1,1,2,1,1,3,1,1,1,2,1,1,"1,3,4",3,1,2,3,1,2,3,2,1,2,1,3,3,2,1,1,2,3,2,3,1,3,2,1,3,1,2,3,1,2,1,2,3,2,1,3,3,1,2,1,2,3,2,3,1,1,2,3,3,2,1,3,2,1,2,1,3,3,1,2,3,1,2,3,1,2,3,2,1,3,1,2,3,1,2,3,2,1,3,1,2,3,2,1,2,1,3,2,3,1,3,2,1,3,1,2,1,3,2,3,1,2,3,2,1,1,3,2,3,1,2,1,2,3,2,3,1,3,1,2,40,Female,1,,Answer questions about my personality and how I would handle situations. Manipulation. ,1,"This was a fun survey, made me think a lot about myself. ",66cd2c8c3c30644a70211f5e,
2,4,4,5,3,3,5,4,4,4,2,2,4,1,3,3,4,5,1,1,2,4,2,3,4,4,3,4,4,2,2,2,3,3,4,1,3,3,2,3,2,2,3,3,2,3,2,4,2,2,2,2,3,2,2,2,3,2,2,2,3,3,1,1,1,1,1,2,1,4,4,4,4,4,5,4,4,4,5,5,3,4,4,3,3,2,1,2,1,2,5,1,1,5,1,3,3,4,1,4,1,1,3,1,2,3,4,2,1,5,4,1,"1,2,3,4",3,1,2,3,2,1,3,2,1,1,3,2,1,3,2,3,1,2,3,2,1,2,3,1,3,2,1,3,1,2,3,1,2,1,2,3,1,3,2,1,2,3,3,2,1,2,1,3,2,1,3,1,3,2,1,2,3,3,1,2,1,2,3,1,3,2,1,3,2,1,2,3,1,2,3,3,1,2,2,3,1,1,2,3,1,2,3,1,2,3,1,2,3,2,1,3,2,1,3,1,3,2,2,1,3,2,3,1,1,2,3,1,2,3,2,3,1,2,1,3,30,Male,2,,I was required to chose from amongst different answers the prodding questions and answers that guide one's decision making; as well as knowledge about self and the situation at hand. ,1,,6686b7c2baffc1deba5dd074,0
1,5,4,5,4,4,4,1,3,4,5,2,1,2,1,3,4,4,2,1,3,4,2,3,3,4,2,2,3,4,4,2,3,2,4,1,4,2,2,3,2,4,1,3,3,4,2,2,3,1,3,2,2,2,1,4,2,1,3,2,3,2,1,3,3,4,4,4,3,4,4,4,4,4,5,4,3,2,4,5,4,5,4,4,5,3,4,1,2,3,4,1,3,4,2,3,4,4,2,1,2,2,2,1,3,2,4,1,1,4,3,1,"1,3,4",1,2,3,3,2,1,1,3,2,1,3,2,1,2,3,3,1,2,3,1,2,3,2,1,2,3,1,3,1,2,2,1,3,2,1,3,1,2,3,1,2,3,1,2,3,1,2,3,3,1,2,1,2,3,2,1,3,2,1,3,1,3,2,1,3,2,2,3,1,2,1,3,1,2,3,3,2,1,2,3,1,1,3,2,2,1,3,2,3,1,1,2,3,2,1,3,2,1,3,1,3,2,1,2,3,1,3,2,2,3,1,2,1,3,3,1,2,1,2,3,35,Female,4,,Rate how I would be most likely to try and get Person B to do a task. Rate myself with the options given. ,1,,665cea26beb2274c6c616503,
5,5,5,5,4,4,3,2,5,3,5,4,4,4,3,4,3,4,4,2,4,2,5,4,2,4,4,3,1,4,4,5,4,2,5,5,5,2,4,1,5,4,4,4,5,5,4,4,2,2,4,3,5,4,3,5,2,2,3,2,1,1,1,1,1,1,2,1,1,4,4,4,4,4,4,4,4,3,4,4,4,5,5,4,4,1,2,1,1,4,4,4,4,4,2,2,4,4,4,1,2,1,1,1,3,1,4,1,1,4,1,1,"1,3,4",3,1,2,3,2,1,1,3,2,1,3,2,1,3,2,3,2,1,2,3,1,3,2,1,3,2,1,3,1,2,3,2,1,1,3,2,1,3,2,1,2,3,1,3,2,1,2,3,1,3,2,1,2,3,3,1,2,2,1,3,2,3,1,1,3,2,2,3,1,3,1,2,3,1,2,1,3,2,1,3,2,3,1,2,2,1,3,3,2,1,2,1,3,3,2,1,1,3,2,3,1,2,3,2,1,1,3,2,2,3,1,3,1,2,3,1,2,2,1,3,67,Male,1,,"The survey was about how someone might persuade a colleague to do something for them, and the methods that they might employ to achieve said outcome.",1,It was interesting and challenging.,6544389bbe11ff26bd854b75,
4,4,4,3,2,3,2,2,4,5,4,2,4,4,2,1,3,2,4,1,2,2,2,2,2,3,4,5,1,2,4,4,2,3,3,4,3,1,4,4,4,2,2,1,2,3,2,4,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,4,4,5,3,3,4,3,3,1,4,4,5,4,4,3,4,1,1,1,1,3,5,1,2,4,1,1,3,4,1,1,1,1,1,1,3,2,4,1,1,2,1,1,"1,4",1,3,2,3,2,1,2,3,1,2,1,3,3,2,1,1,3,2,2,3,1,3,2,1,3,2,1,3,2,1,1,3,2,2,1,3,1,2,3,1,2,3,3,1,2,1,2,3,2,3,1,1,3,2,2,1,3,3,1,2,2,1,3,2,3,1,2,3,1,2,1,3,3,1,2,3,2,1,2,3,1,1,2,3,3,1,2,1,2,3,2,1,3,3,2,1,2,3,1,2,1,3,1,3,2,2,3,1,2,3,1,1,2,3,1,3,2,1,3,2,25,Female,1,,Describe myself and then evaluate how I'd get someone to do something for me,1,,5bd7b20cb1b6410001e5c49a,
4,5,5,4,5,4,4,3,5,5,3,4,3,5,3,3,3,4,4,2,5,4,2,4,4,4,4,4,1,4,4,3,4,3,4,4,4,4,5,4,4,5,4,3,4,4,4,4,5,3,4,2,3,4,3,5,4,4,3,4,1,1,1,1,1,2,4,3,1,4,4,5,5,5,5,5,4,5,4,4,4,5,4,5,5,1,3,1,2,2,5,2,3,4,2,2,4,3,2,1,1,2,1,2,1,2,3,2,1,5,3,1,"1,2,3,4",3,1,2,3,1,2,3,2,1,2,3,1,1,3,2,3,1,2,2,1,3,3,2,1,3,2,1,3,1,2,3,1,2,3,1,2,1,2,3,1,2,3,1,3,2,1,2,3,3,2,1,1,2,3,3,2,1,3,1,2,3,1,2,2,1,3,2,3,1,2,1,3,3,1,2,3,1,2,1,3,2,3,1,2,2,1,3,2,3,1,2,1,3,3,2,1,2,3,1,2,1,3,3,1,2,2,1,3,3,1,2,3,1,2,3,1,2,2,1,3,19,Male,1,,Ranking how likely I would be to use tactics against someone to get my way. Then I was ranking statements based off how well they suit me. ,1,,66c2d9ac23cb355841c85979,0
4,4,4,4,3,3,4,3,4,3,3,3,2,5,4,4,4,4,4,3,2,4,3,4,3,2,3,4,1,4,3,4,2,3,2,4,4,1,4,2,3,3,1,5,4,1,2,2,3,2,4,4,4,4,2,4,2,2,3,2,3,4,3,1,1,1,4,4,3,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,2,2,3,2,4,4,2,4,4,2,2,1,3,2,2,2,1,3,2,4,1,2,2,1,4,1,1,"1,3,4",2,1,3,3,1,2,1,3,2,1,3,2,2,3,1,3,1,2,3,1,2,3,2,1,2,1,3,3,1,2,1,2,3,1,3,2,2,3,1,1,2,3,3,2,1,1,2,3,2,3,1,1,2,3,1,2,3,3,1,2,2,3,1,2,3,1,2,1,3,2,1,3,2,1,3,1,2,3,1,2,3,1,2,3,2,3,1,1,3,2,2,1,3,3,2,1,1,3,2,2,1,3,3,1,2,2,3,1,1,3,2,1,2,3,2,1,3,3,2,1,34,female,3,,1. determine personality traits 2. determine what tactics i would feel comfortable/succeed in using to influence a colleague to do what i want 3. rank personality traits from step 1,1,"very intriguing. personally am very into psychology. made me think about morals/ethics, how far people will go to influence others (belittle, yell etc) or use indirect tactics etc. made me think of psychopathy/chronic liars etc. ",665e1c4a3ecc2a4e6ace07f9,
5,5,4,3,5,4,5,5,5,3,5,5,3,2,3,4,4,4,3,2,4,1,1,4,4,5,3,3,5,4,3,5,5,4,3,5,3,4,5,3,4,4,5,4,3,5,5,4,3,1,3,3,2,4,2,4,3,3,4,3,2,2,3,3,3,3,3,4,4,5,5,3,4,5,3,2,3,4,4,4,4,5,5,5,4,1,2,2,3,3,4,1,4,3,1,3,4,5,4,3,1,1,4,1,4,4,3,2,1,4,3,1,"1,3,4",1,3,2,3,2,1,1,2,3,2,3,1,3,2,1,1,3,2,3,2,1,3,2,1,2,3,1,3,1,2,2,3,1,2,1,3,2,1,3,1,2,3,2,1,3,2,3,1,1,2,3,2,3,1,2,1,3,1,2,3,2,1,3,2,1,3,1,3,2,3,1,2,3,1,2,3,2,1,2,3,1,3,2,1,2,1,3,1,2,3,2,1,3,3,2,1,3,2,1,3,2,1,1,2,3,1,2,3,1,3,2,3,2,1,2,3,1,3,1,2,27,male,3,,I asked about my ideas about situation that involves people. About feelings and characteristic towards given situation.,1,add some attention questions.,65007dfdc6d55900af7e17d4,
4,4,3,4,4,2,4,4,2,2,4,3,2,2,2,2,4,2,2,2,2,2,2,2,4,3,1,4,2,1,4,2,2,3,4,1,4,1,1,4,1,1,2,4,2,4,2,2,2,1,1,2,2,2,2,4,1,2,1,2,2,2,1,1,1,1,2,3,1,4,4,3,4,5,3,3,3,1,5,4,4,4,4,4,4,1,2,2,1,4,3,1,3,4,2,2,3,4,3,2,2,1,1,1,2,2,3,2,1,3,1,1,"1,3,4",3,1,2,1,2,3,3,2,1,1,2,3,1,3,2,3,1,2,3,2,1,2,3,1,2,3,1,3,1,2,3,1,2,1,3,2,2,3,1,1,2,3,3,2,1,1,2,3,1,2,3,2,3,1,2,1,3,3,1,2,1,2,3,1,2,3,1,2,3,3,1,2,2,1,3,2,1,3,3,2,1,3,1,2,2,1,3,1,2,3,1,3,2,2,1,3,1,3,2,2,1,3,2,1,3,1,2,3,1,3,2,1,3,2,2,1,3,1,2,3,44,Female,1,,I was asked to rate tactics if how to make a colleague do what I want them to do,1,None,5dd26e66e454cd28a9d3153d,
2,4,5,4,4,3,3,4,4,4,2,2,4,2,4,4,2,4,3,4,4,4,4,3,4,2,3,4,2,3,2,2,2,4,4,2,4,2,4,4,4,2,2,4,4,2,2,2,4,4,2,4,4,2,4,4,2,2,2,2,4,4,2,2,2,2,4,4,4,4,4,4,4,4,5,5,4,3,4,5,5,5,5,4,5,2,2,2,2,4,5,1,5,5,2,3,4,5,2,2,2,2,2,1,2,2,2,2,2,5,3,1,"1,3,4",3,1,2,2,1,3,3,2,1,1,3,2,1,2,3,3,2,1,2,1,3,3,2,1,3,2,1,3,1,2,1,2,3,2,3,1,3,1,2,1,2,3,1,3,2,1,2,3,1,3,2,2,1,3,3,2,1,3,1,2,3,2,1,1,2,3,3,1,2,1,3,2,3,2,1,2,3,1,3,2,1,2,1,3,2,3,1,1,3,2,2,3,1,1,2,3,1,2,3,1,2,3,3,1,2,2,3,1,2,1,3,1,2,3,1,2,3,3,1,2,25,Male,1,,I had to give personality traits and rank them on top of ranking ways I would prefer to influence someone.,1,"When ranking choices, sometimes the 3 options were already in the order I felt best described me. Before moving on, I would have to move them around in place to be able to move onto the next question. It wasn't awful, and it didn't impact my answers but it was a little irritating.",66b3a58944e0341c491880a5,
4,4,3,4,4,4,4,3,2,4,4,3,2,3,3,2,3,3,2,4,4,4,3,4,4,4,3,4,2,4,3,3,3,4,4,3,4,2,2,3,4,4,3,4,3,4,3,3,3,2,2,2,2,2,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,3,4,3,3,4,3,4,2,4,4,4,4,4,3,4,2,2,1,1,1,2,1,2,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1,3,4",1,2,3,1,3,2,2,3,1,1,2,3,1,3,2,3,2,1,3,1,2,3,2,1,2,1,3,3,1,2,1,3,2,2,3,1,1,3,2,2,1,3,3,1,2,1,3,2,1,3,2,3,1,2,2,1,3,3,1,2,1,3,2,1,3,2,1,3,2,2,1,3,2,1,3,3,1,2,3,2,1,1,2,3,2,1,3,1,3,2,1,3,2,2,1,3,1,3,2,3,2,1,2,1,3,2,3,1,1,3,2,3,2,1,1,2,3,2,3,1,43,Female,1,,How you deal with people ,1,,65995fc0d84f07970b832a67,
4,5,5,5,5,5,1,1,5,2,5,5,5,5,5,1,1,1,1,1,5,5,5,5,5,5,1,1,5,5,5,3,5,4,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,1,5,1,1,1,1,5,2,1,2,5,5,5,1,1,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,2,2,2,5,5,1,1,5,1,1,1,5,5,1,1,1,1,1,5,1,5,5,4,5,1,1,"1,2,3,4",3,1,2,2,1,3,2,3,1,2,3,1,1,3,2,2,3,1,2,1,3,2,3,1,3,2,1,3,2,1,1,2,3,2,3,1,3,2,1,1,2,3,2,3,1,1,3,2,2,1,3,3,1,2,3,1,2,2,1,3,1,2,3,1,2,3,3,1,2,3,1,2,3,1,2,3,1,2,1,2,3,2,3,1,2,1,3,2,1,3,1,2,3,3,1,2,1,2,3,2,1,3,3,1,2,1,2,3,2,1,3,2,1,3,3,1,2,3,1,2,33,Male,1,,You asked about perceptions and how to convince people of what you want ,1,,66894131c35664eea65d7f78,0
4,2,1,5,4,4,2,5,5,4,3,4,4,1,4,2,1,5,2,4,4,5,5,5,4,3,5,4,4,4,3,5,2,2,4,1,4,4,1,5,2,4,2,4,4,1,2,5,2,4,4,2,2,2,4,4,1,2,2,1,4,5,2,1,2,1,4,3,4,4,3,5,5,5,5,5,5,3,4,5,5,5,5,4,5,2,1,1,1,4,5,1,4,5,2,4,2,5,3,4,1,1,1,1,5,4,4,4,1,5,3,1,"1,3,4",3,1,2,2,1,3,3,2,1,1,3,2,1,2,3,2,3,1,1,3,2,3,2,1,3,2,1,3,1,2,2,3,1,2,3,1,2,3,1,1,2,3,3,2,1,1,2,3,3,2,1,1,3,2,2,1,3,3,1,2,2,3,1,1,3,2,3,1,2,3,1,2,1,3,2,3,2,1,3,1,2,1,3,2,1,3,2,3,2,1,3,1,2,2,1,3,2,1,3,1,3,2,2,3,1,2,3,1,3,1,2,2,3,1,3,1,2,1,2,3,30,Non-Binary,1,,"A set of agree-disagree questions about my self-perception, followed by a set of questions of a similar format about ways to influence a person. After that, it is a series of groupings of methods to influence that I had to rate on how effective I think they are and my willingness to use them, and then a set of groupings repeating the self-perception questions.",1,,66b98484ccbb002158c5a036,
5,2,4,3,4,2,3,1,4,3,2,2,2,4,1,3,4,2,5,1,1,3,4,5,5,2,1,4,2,4,4,4,3,2,3,4,4,2,4,2,4,1,2,4,4,2,2,2,2,1,3,2,3,1,1,4,2,2,1,1,2,4,1,2,1,1,2,3,3,4,4,4,4,5,4,3,4,3,4,5,5,4,4,4,5,3,3,1,1,3,4,1,4,4,1,1,3,3,1,2,1,1,2,3,4,3,4,2,1,3,1,1,"1,3,4",2,1,3,3,1,2,1,3,2,1,3,2,1,3,2,3,1,2,3,2,1,3,2,1,3,2,1,3,1,2,3,1,2,1,3,2,1,3,2,1,2,3,2,3,1,2,1,3,2,3,1,2,3,1,3,1,2,3,2,1,1,2,3,2,1,3,2,3,1,3,1,2,2,1,3,2,1,3,1,3,2,3,1,2,1,2,3,2,3,1,2,1,3,3,2,1,2,3,1,3,1,2,3,1,2,1,3,2,2,3,1,2,1,3,3,1,2,3,1,2,27,Male,1,,"Firstly we answered questions on personality traits, then on influencing tactics were we ranked tactics based on 3 criteria. Finally answered some demographic info ",1,,66648878feed98e50805a881,
5,5,5,4,3,4,4,1,4,4,5,4,4,5,2,1,3,3,2,1,3,5,3,4,4,4,3,5,4,5,5,4,4,4,3,5,4,1,5,3,4,2,2,4,3,5,1,4,4,1,3,2,4,1,1,3,1,1,3,3,2,2,1,3,2,2,1,1,1,4,4,4,5,5,3,3,3,3,5,5,5,5,5,5,5,1,3,1,1,1,1,1,1,1,3,3,5,5,3,3,2,1,3,1,1,1,3,3,1,3,1,1,"1,3,4",2,3,1,3,2,1,2,3,1,2,3,1,1,3,2,2,1,3,2,3,1,3,2,1,3,2,1,3,1,2,3,1,2,2,3,1,1,2,3,1,2,3,1,3,2,1,2,3,2,1,3,2,3,1,3,2,1,2,1,3,3,2,1,2,3,1,1,3,2,2,1,3,1,3,2,2,3,1,3,1,2,2,3,1,1,2,3,2,3,1,1,2,3,3,1,2,1,3,2,3,2,1,3,2,1,1,2,3,1,3,2,2,1,3,1,2,3,3,1,2,42,Male,1,,Asked me questions about personality traits and then had me rank quite a few in order of best trait to least best. ,1,Thank you for letting me get my voice heard ,63d42d3563ac982cbbfe3300,
5,4,5,4,5,3,4,2,3,2,4,3,2,2,3,4,4,2,4,2,4,2,5,4,5,4,3,2,1,4,2,5,4,3,4,2,4,4,3,2,4,4,3,5,4,5,2,2,4,1,5,3,4,2,2,2,4,1,3,3,1,1,1,1,2,1,1,1,1,4,4,2,1,2,3,2,2,2,4,3,4,4,3,3,3,2,2,1,1,1,4,1,1,3,1,1,3,5,2,1,3,1,1,1,3,2,4,3,1,2,2,1,"1,3,4",1,3,2,1,3,2,3,2,1,1,3,2,1,2,3,3,2,1,1,3,2,3,2,1,3,2,1,3,1,2,3,2,1,3,2,1,1,2,3,1,2,3,2,3,1,1,3,2,1,3,2,1,2,3,3,1,2,3,1,2,3,2,1,2,1,3,1,3,2,3,1,2,3,1,2,3,1,2,1,3,2,3,1,2,1,3,2,2,3,1,3,1,2,3,1,2,1,2,3,3,1,2,3,2,1,1,3,2,2,3,1,2,1,3,3,2,1,3,2,1,19,Male,1,,"Made me rank how I try and get a fellow employ to do something, also made me rank things that describe me and answer question about how i feel about myself if i match the prompts
",1,,6613757c92395c74da4629ce,
4,4,5,5,4,5,2,3,5,5,5,4,3,5,4,3,5,4,4,4,4,4,2,4,5,4,1,4,2,4,3,4,5,4,4,4,4,3,4,4,3,5,2,5,2,3,2,5,4,4,2,1,2,4,3,4,1,2,4,2,2,2,1,2,1,1,1,1,1,4,4,4,5,5,4,4,4,4,4,4,4,5,4,4,4,2,2,1,1,3,3,1,3,4,1,1,3,4,1,3,2,1,1,1,4,2,1,2,1,4,2,1,"1,3,4",3,1,2,2,1,3,2,3,1,2,3,1,1,3,2,3,1,2,3,1,2,3,2,1,3,2,1,3,1,2,3,1,2,1,2,3,1,3,2,1,2,3,2,3,1,2,1,3,2,3,1,2,3,1,3,2,1,3,1,2,3,2,1,1,3,2,3,2,1,3,1,2,3,2,1,3,1,2,1,2,3,2,3,1,1,2,3,2,3,1,3,2,1,3,1,2,2,3,1,3,2,1,3,1,2,2,3,1,1,3,2,3,1,2,2,1,3,2,1,3,18,Female,1,,"Talk about my individual traits, and analyse different potential approaches to convincing someone else to do something. ",1,,66c0a4f1cdc16a2baa0a39b9,
4,3,2,4,4,4,3,3,4,3,4,3,2,3,3,2,4,3,3,3,4,3,3,2,3,2,2,3,3,2,2,1,3,1,4,2,2,3,2,3,1,2,3,2,2,2,2,2,3,2,2,2,2,2,3,3,3,2,2,2,3,3,2,2,2,2,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,2,2,2,2,2,2,4,3,2,3,3,3,2,3,3,2,3,2,3,2,2,4,2,2,1,"1,4",2,1,3,3,2,1,2,3,1,1,3,2,2,3,1,2,1,3,2,3,1,2,3,1,2,3,1,2,1,3,3,1,2,2,1,3,1,2,3,1,2,3,2,3,1,3,1,2,2,3,1,2,1,3,3,2,1,3,1,2,2,3,1,2,1,3,3,2,1,3,1,2,2,1,3,2,3,1,2,1,3,2,1,3,2,1,3,2,1,3,1,3,2,1,3,2,2,1,3,2,1,3,2,3,1,2,1,3,1,2,3,2,1,3,2,1,3,2,1,3,32,Male,3,,Questions about personal qualities,1,,65470ebe46ce180f78b742a7,
5,4,4,4,3,4,3,2,4,3,3,2,3,3,3,3,4,3,3,2,2,4,3,4,4,3,3,3,2,3,2,3,4,4,4,2,4,2,3,2,4,4,3,2,3,3,3,3,2,1,3,2,4,2,2,2,2,2,2,3,2,2,1,1,3,2,2,2,1,4,4,2,3,3,3,3,2,2,4,4,4,4,4,4,4,1,1,1,1,3,4,1,2,4,1,1,4,4,1,1,1,1,1,1,3,2,4,1,1,3,3,1,"1,3,4",1,2,3,3,1,2,2,3,1,3,2,1,1,2,3,3,2,1,3,1,2,3,2,1,3,2,1,3,1,2,3,2,1,1,2,3,1,3,2,1,2,3,2,3,1,2,1,3,2,1,3,2,3,1,2,1,3,3,1,2,1,2,3,1,3,2,1,3,2,2,1,3,1,3,2,3,1,2,1,3,2,1,3,2,1,3,2,1,3,2,3,1,2,2,1,3,1,3,2,3,1,2,1,3,2,2,3,1,2,3,1,2,1,3,2,1,3,2,3,1,49,Male,1,,To see how I would react to get someone to do something. To see how I believe I rank myself on certain perceptions.,1,"Nothing, it was very interesting thank you",64455cfdcc83f30266ad2345,
4,4,4,3,5,4,2,4,4,2,2,2,2,5,3,2,1,2,4,2,4,2,4,3,2,2,4,2,2,4,2,5,3,2,2,4,4,2,4,3,4,3,2,5,4,3,4,3,4,4,4,2,2,4,2,3,2,4,3,2,1,1,1,1,2,1,1,3,1,4,4,4,4,4,4,2,4,2,4,5,2,4,4,2,4,2,1,1,1,3,4,1,3,4,1,3,2,4,1,3,1,1,1,1,4,1,2,1,1,3,1,1,"1,3,4",2,1,3,3,1,2,2,3,1,3,2,1,1,2,3,1,3,2,1,3,2,2,3,1,1,2,3,3,2,1,1,2,3,1,3,2,1,3,2,2,1,3,3,2,1,1,2,3,2,3,1,3,2,1,1,2,3,3,2,1,2,3,1,2,1,3,3,2,1,2,1,3,3,1,2,3,2,1,1,3,2,3,1,2,2,3,1,2,3,1,3,1,2,3,2,1,2,3,1,3,1,2,3,1,2,3,1,2,2,3,1,3,1,2,2,1,3,1,2,3,37,Female,1,,We were asked questions about how we viewed ourselves and then were asked to decide how likely we were to use certain tactics to influence somebody to do something. After than we ranked tactics in order of likely we were to use them.,1,Thank you for the interesting study questions. ,5a1db7307ecfc50001be28f7,
3,4,4,4,4,2,4,2,1,3,3,2,4,1,1,4,4,1,3,2,4,2,3,1,4,2,4,4,2,1,3,2,1,4,4,1,4,1,1,2,3,1,2,4,1,2,2,2,3,1,1,1,1,1,1,3,1,1,1,1,2,2,1,1,2,1,1,1,1,4,4,5,4,5,5,5,5,3,4,5,4,4,3,3,3,1,1,1,1,1,5,1,3,5,1,1,2,4,1,1,1,1,1,1,2,1,4,2,1,3,1,1,"1,3,4",3,2,1,3,1,2,1,3,2,2,3,1,1,3,2,3,2,1,1,2,3,2,3,1,3,2,1,3,1,2,3,2,1,1,3,2,1,3,2,1,2,3,2,3,1,1,3,2,2,3,1,2,3,1,3,1,2,3,1,2,2,3,1,2,1,3,1,2,3,3,1,2,1,3,2,2,1,3,3,2,1,1,2,3,1,3,2,1,2,3,1,3,2,1,2,3,1,3,2,2,1,3,2,1,3,2,1,3,1,2,3,2,3,1,1,2,3,2,1,3,47,Male,1,,Two main tasks: (a) to rank strategies to get colleagues to do what I want/need themto do; (b) to rank statements describing features of my personality.,1,,66d7c17d751da21eec21ff3e,
5,5,2,4,2,2,5,1,3,4,1,2,4,1,1,4,5,1,1,4,1,4,1,1,4,1,1,5,4,1,1,1,1,2,4,1,5,1,1,1,1,2,1,4,1,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,4,1,5,5,1,4,4,2,3,4,3,5,5,5,5,5,5,5,1,1,1,1,4,4,1,4,4,1,1,4,5,1,2,1,1,2,1,4,2,4,1,1,2,4,1,"1,3,4",2,1,3,3,2,1,2,3,1,1,3,2,3,1,2,1,2,3,3,1,2,3,2,1,1,3,2,3,1,2,2,1,3,1,2,3,1,3,2,1,2,3,2,1,3,1,2,3,1,3,2,1,3,2,1,2,3,2,1,3,2,1,3,1,2,3,1,3,2,1,3,2,1,3,2,2,1,3,3,1,2,1,2,3,1,3,2,2,1,3,2,1,3,2,1,3,1,3,2,3,2,1,3,1,2,2,3,1,1,2,3,1,3,2,2,1,3,2,1,3,42,Male,1,,Answer questions about how you would go about making a person do something you would like them to do. Also put lists into order of which things you would find easier and arrange lists in order of what describes you the most from top to least.,1,"A very interesting study, I found the listing of how I would make person b do the task I wanted them to do difficult as somethings were awful.  Thank you ",63469936667ba15958274dc7,
4,4,4,4,4,3,4,2,4,3,4,2,2,5,3,3,3,2,3,2,4,3,2,3,4,4,2,3,2,3,4,4,3,2,4,5,4,4,5,3,4,3,4,3,3,4,2,4,3,4,3,3,2,4,3,3,2,2,4,3,1,3,1,1,1,1,1,1,1,4,4,5,4,5,5,4,4,1,5,5,5,5,5,4,4,2,1,1,1,3,5,1,1,4,1,1,3,3,1,1,1,1,1,1,2,2,2,1,1,3,3,1,"1,3,4",2,1,3,3,2,1,3,2,1,1,3,2,1,3,2,2,1,3,2,3,1,3,2,1,3,2,1,3,1,2,1,2,3,2,1,3,1,2,3,1,3,2,2,3,1,1,2,3,3,1,2,2,3,1,3,2,1,3,1,2,3,1,2,1,2,3,1,3,2,3,1,2,2,1,3,2,1,3,1,3,2,2,1,3,1,2,3,1,2,3,1,2,3,3,2,1,2,3,1,3,1,2,1,2,3,1,2,3,1,3,2,3,2,1,3,2,1,2,1,3,38,Male,1,,Provide basic personality responses and rate different negotiation methods. ,1,,66742c913cd3a3d720cf065d,
